nombre_normalizado,nombre_original,veredicto,categoria,metodo,razon
magister en educacion diferencial con mencion en dificultades especificas del aprendizaje,MAGISTER EN EDUCACION DIFERENCIAL CON MENCION EN DIFICULTADES ESPECIFICAS DEL APRENDIZAJE,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
magister en educacion diferencial con mencion en necesidades multiples,MAGISTER EN EDUCACION DIFERENCIAL CON MENCION EN NECESIDADES MULTIPLES,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
magister en educacion diferencial con mencion en necesidades multiples semipresencial,MAGISTER EN EDUCACION DIFERENCIAL CON MENCION EN NECESIDADES MULTIPLES SEMIPRESENCIAL,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
"magister en educacion diferencial con mencion trastornos de la comunicacion, audicion y lenguaje","MAGISTER EN EDUCACION DIFERENCIAL CON MENCION TRASTORNOS DE LA COMUNICACION, AUDICION Y LENGUAJE",EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
magister en educacion emocional,MAGISTER EN EDUCACION EMOCIONAL,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
magister en educacion emocional y convivencia escolar,MAGISTER EN EDUCACION EMOCIONAL Y CONVIVENCIA ESCOLAR,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
magister en educacion en ciencias de la salud,MAGISTER EN EDUCACION EN CIENCIAS DE LA SALUD,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
magister en educacion en ciencias de la salud y simulacion clinica,MAGISTER EN EDUCACION EN CIENCIAS DE LA SALUD Y SIMULACION CLINICA,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
magister en educacion en formacion universitaria,MAGISTER EN EDUCACION EN FORMACION UNIVERSITARIA,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
magister en educacion en gestion,MAGISTER EN EDUCACION EN GESTION,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
magister en educacion en gestion educacional - semipresencial-santiago,MAGISTER EN EDUCACION EN GESTION EDUCACIONAL - SEMIPRESENCIAL-SANTIAGO,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
magister en educacion en orientacion educacional y consejeria evaluacion,MAGISTER EN EDUCACION EN ORIENTACION EDUCACIONAL Y CONSEJERIA EVALUACION,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
magister en educacion en salud y bienestar humano,MAGISTER EN EDUCACION EN SALUD Y BIENESTAR HUMANO,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
magister en educacion en salud y bienestar humano y diplomado,MAGISTER EN EDUCACION EN SALUD Y BIENESTAR HUMANO Y DIPLOMADO,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
magister en educacion especial,MAGISTER EN EDUCACION ESPECIAL,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
magister en educacion especial y psicopedagogia,MAGISTER EN EDUCACION ESPECIAL Y PSICOPEDAGOGIA,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
magister en educacion fisica,MAGISTER EN EDUCACION FISICA,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
magister en educacion fisica con mencion,MAGISTER EN EDUCACION FISICA CON MENCION,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
magister en educacion fisica mencion en actividad fisica y calidad de vida,MAGISTER EN EDUCACION FISICA MENCION EN ACTIVIDAD FISICA Y CALIDAD DE VIDA,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
magister en educacion fisica y motricidad humana,MAGISTER EN EDUCACION FISICA Y MOTRICIDAD HUMANA,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
"magister en educacion fisica, mencion en administracion deportiva","MAGISTER EN EDUCACION FISICA, MENCION EN ADMINISTRACION DEPORTIVA",EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
"magister en educacion fisica, salud y deporte","MAGISTER EN EDUCACION FISICA, SALUD Y DEPORTE",EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
magister en educacion inclusiva,MAGISTER EN EDUCACION INCLUSIVA,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
magister en educacion infantil,MAGISTER EN EDUCACION INFANTIL,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
magister en educacion inicial con menciones,MAGISTER EN EDUCACION INICIAL CON MENCIONES,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
magister en educacion inicial de 0 a 3 anos mencion metodo montessori,MAGISTER EN EDUCACION INICIAL DE 0 A 3 AÑOS MENCION METODO MONTESSORI,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
magister en educacion inicial en didactica de las matematicas y el lenguaje,MAGISTER EN EDUCACION INICIAL EN DIDACTICA DE LAS MATEMATICAS Y EL LENGUAJE,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
magister en educacion inicial mencion en didactica de las matematicas y el lenguaje,MAGISTER EN EDUCACION INICIAL MENCION EN DIDACTICA DE LAS MATEMATICAS Y EL LENGUAJE,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
magister en educacion intercultural bilingue,MAGISTER EN EDUCACION INTERCULTURAL BILINGÜE,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
magister en educacion intercultural gestion y liderazgo pedagogico,MAGISTER EN EDUCACION INTERCULTURAL GESTION Y LIDERAZGO PEDAGOGICO,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
magister en educacion matematica,MAGISTER EN EDUCACION MATEMATICA,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
"magister en educacion matematica, educacion basica","MAGISTER EN EDUCACION MATEMATICA, EDUCACION BASICA",EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
"magister en educacion matematica, ensenanza basica","MAGISTER EN EDUCACION MATEMATICA, ENSEÑANZA BASICA",EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
magister en educacion medica,MAGISTER EN EDUCACION MEDICA,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
magister en educacion medica para las ciencias de la salud,MAGISTER EN EDUCACION MEDICA PARA LAS CIENCIAS DE LA SALUD,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
magister en educacion medica para profesionales de la salud,MAGISTER EN EDUCACION MEDICA PARA PROFESIONALES DE LA SALUD,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
magister en educacion medica y ciencias de la salud,MAGISTER EN EDUCACION MEDICA Y CIENCIAS DE LA SALUD,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
magister en educacion mencion administracion educacional mencion curriculum,MAGISTER EN EDUCACION MENCION ADMINISTRACION EDUCACIONAL MENCION CURRICULUM,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
magister en educacion mencion administracion y gestion educacional,MAGISTER EN EDUCACION MENCION ADMINISTRACION Y GESTION EDUCACIONAL,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
magister en educacion mencion curriculo,MAGISTER EN EDUCACION MENCION CURRICULO,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
magister en educacion mencion curriculum,MAGISTER EN EDUCACION MENCION CURRICULUM,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
magister en educacion mencion curriculum educacional,MAGISTER EN EDUCACION MENCION CURRICULUM EDUCACIONAL,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
magister en educacion mencion curriculum y administracion,MAGISTER EN EDUCACION MENCION CURRICULUM Y ADMINISTRACION,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
magister en educacion mencion curriculum y evaluacion,MAGISTER EN EDUCACION MENCION CURRICULUM Y EVALUACION,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
magister en educacion mencion curriculum y evaluacion basado en competencias,MAGISTER EN EDUCACION MENCION CURRICULUM Y EVALUACION BASADO EN COMPETENCIAS,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
magister en educacion mencion didactica de las ciencias,MAGISTER EN EDUCACION MENCION DIDACTICA DE LAS CIENCIAS,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
magister en educacion mencion didactica de las ciencias sociales,MAGISTER EN EDUCACION MENCION DIDACTICA DE LAS CIENCIAS SOCIALES,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
magister en educacion mencion didactica del lenguaje,MAGISTER EN EDUCACION MENCION DIDACTICA DEL LENGUAJE,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
magister en educacion mencion didactica e innovacion pedagogica,MAGISTER EN EDUCACION MENCION DIDACTICA E INNOVACION PEDAGOGICA,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
magister en educacion mencion diseno curricular basado en competencias,MAGISTER EN EDUCACION MENCION DISEÑO CURRICULAR BASADO EN COMPETENCIAS,EXCLUIR,,lexico,Artes visuales/plásticas
magister en educacion mencion diseno e innovacion curricular,MAGISTER EN EDUCACION MENCION DISEÑO E INNOVACION CURRICULAR,EXCLUIR,,lexico,Artes visuales/plásticas
magister en educacion mencion diversidad e inclusion,MAGISTER EN EDUCACION MENCION DIVERSIDAD E INCLUSION,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
magister en educacion mencion docencia de nivel superior,MAGISTER EN EDUCACION MENCION DOCENCIA DE NIVEL SUPERIOR,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
magister en educacion mencion docencia en educacion superior,MAGISTER EN EDUCACION MENCION DOCENCIA EN EDUCACION SUPERIOR,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
magister en educacion mencion docencia universitaria,MAGISTER EN EDUCACION MENCION DOCENCIA UNIVERSITARIA,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
magister en educacion mencion educacion parvularia,MAGISTER EN EDUCACION MENCION EDUCACION PARVULARIA,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
magister en educacion mencion educacion superior,MAGISTER EN EDUCACION MENCION EDUCACION SUPERIOR,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
magister en educacion mencion en gestion directiva escolar,MAGISTER EN EDUCACION MENCION EN GESTION DIRECTIVA ESCOLAR,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
magister en educacion mencion en gestion y liderazgo educacional,MAGISTER EN EDUCACION MENCION EN GESTION Y LIDERAZGO EDUCACIONAL,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
magister en educacion mencion en ingles como idioma extranjero,MAGISTER EN EDUCACION MENCION EN INGLES COMO IDIOMA EXTRANJERO,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
magister en educacion mencion ensenanza y aprendizaje a traves de las disciplinas,MAGISTER EN EDUCACION MENCION ENSEÑANZA Y APRENDIZAJE A TRAVES DE LAS DISCIPLINAS,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
magister en educacion mencion evaluacion educacional,MAGISTER EN EDUCACION MENCION EVALUACION EDUCACIONAL,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
"magister en educacion mencion gestion curricular, orientacion educacional","MAGISTER EN EDUCACION MENCION GESTION CURRICULAR, ORIENTACION EDUCACIONAL",EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
magister en educacion mencion gestion de calidad,MAGISTER EN EDUCACION MENCION GESTION DE CALIDAD,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
magister en educacion mencion gestion de educacion superior,MAGISTER EN EDUCACION MENCION GESTION DE EDUCACION SUPERIOR,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
magister en educacion mencion gestion directiva escolar,MAGISTER EN EDUCACION MENCION GESTION DIRECTIVA ESCOLAR,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
magister en educacion mencion gestion directiva o curriculum,MAGISTER EN EDUCACION MENCION GESTION DIRECTIVA O CURRICULUM,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
magister en educacion mencion gestion educacional,MAGISTER EN EDUCACION MENCION GESTION EDUCACIONAL,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
magister en educacion mencion gestion inclusiva,MAGISTER EN EDUCACION MENCION GESTION INCLUSIVA,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
magister en educacion mencion gestion para la inclusion educativa,MAGISTER EN EDUCACION MENCION GESTION PARA LA INCLUSION EDUCATIVA,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
magister en educacion mencion gestion pedagogica y curricular,MAGISTER EN EDUCACION MENCION GESTION PEDAGOGICA Y CURRICULAR,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
magister en educacion mencion gestion y docencia universitaria,MAGISTER EN EDUCACION MENCION GESTION Y DOCENCIA UNIVERSITARIA,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
magister en educacion mencion infancia: tiempos de transformacion,MAGISTER EN EDUCACION MENCION INFANCIA: TIEMPOS DE TRANSFORMACION,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
magister en educacion mencion intervencion cognitiva,MAGISTER EN EDUCACION MENCION INTERVENCION COGNITIVA,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
magister en educacion mencion liderazgo e inclusion para la transformacion educativa,MAGISTER EN EDUCACION MENCION LIDERAZGO E INCLUSION PARA LA TRANSFORMACION EDUCATIVA,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
magister en educacion mencion liderazgo transformacional y gestion escolar,MAGISTER EN EDUCACION MENCION LIDERAZGO TRANSFORMACIONAL Y GESTION ESCOLAR,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
magister en educacion mencion metodo montesori,MAGISTER EN EDUCACION MENCION METODO MONTESORI,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
magister en educacion mencion orientacion educacional,MAGISTER EN EDUCACION MENCION ORIENTACION EDUCACIONAL,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
magister en educacion mencion pedagogia en educacion superior,MAGISTER EN EDUCACION MENCION PEDAGOGIA EN EDUCACION SUPERIOR,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
magister en educacion mencion pedagogia y gestion universitaria y diplomado en docencia,MAGISTER EN EDUCACION MENCION PEDAGOGIA Y GESTION UNIVERSITARIA Y DIPLOMADO EN DOCENCIA,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
magister en educacion mencion politica y gestion educacional,MAGISTER EN EDUCACION MENCION POLITICA Y GESTION EDUCACIONAL,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
magister en educacion mencion politica y gestion educativas,MAGISTER EN EDUCACION MENCION POLITICA Y GESTION EDUCATIVAS,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
magister en educacion mencion/diversidad e integracion educativa/multiculturalidad/educacion para la primera infancia/formacion de formadores/gestion de la formacion tecnica,MAGISTER EN EDUCACION MENCION/DIVERSIDAD E INTEGRACION EDUCATIVA/MULTICULTURALIDAD/EDUCACION PARA LA PRIMERA INFANCIA/FORMACION DE FORMADORES/GESTION DE LA FORMACION TECNICA,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
magister en educacion menciones didactica e innovacion pedagogica/curriculum/educacion especial e inclusion educativa,MAGISTER EN EDUCACION MENCIONES DIDACTICA E INNOVACION PEDAGOGICA/CURRICULUM/EDUCACION ESPECIAL E INCLUSION EDUCATIVA,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
magister en educacion motriz y salud en el adulto mayor,MAGISTER EN EDUCACION MOTRIZ Y SALUD EN EL ADULTO MAYOR,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
"magister en educacion para la inclusion, la diversidad y la interculturalidad","MAGISTER EN EDUCACION PARA LA INCLUSION, LA DIVERSIDAD Y LA INTERCULTURALIDAD",EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
magister en educacion para las ciencias de la salud,MAGISTER EN EDUCACION PARA LAS CIENCIAS DE LA SALUD,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
magister en educacion religiosa,MAGISTER EN EDUCACION RELIGIOSA,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
magister en educacion superior,MAGISTER EN EDUCACION SUPERIOR,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
magister en educacion superior mencion docencia universitaria,MAGISTER EN EDUCACION SUPERIOR MENCION DOCENCIA UNIVERSITARIA,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
magister en educacion superior mencion docencia universitaria version internacional colombia,MAGISTER EN EDUCACION SUPERIOR MENCION DOCENCIA UNIVERSITARIA VERSION INTERNACIONAL COLOMBIA,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
magister en educacion superior mencion pedagogia universitaria,MAGISTER EN EDUCACION SUPERIOR MENCION PEDAGOGIA UNIVERSITARIA,EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
magister en educacion superior mencion pedagogia universitaria (los angeles),MAGISTER EN EDUCACION SUPERIOR MENCION PEDAGOGIA UNIVERSITARIA (LOS ANGELES),EXCLUIR,,lexico,Sin señal léxica de música ni contexto musical
